cluster,cereal_yield_kg_per_ha,fao_dietary_energy_adequacy_pct,gdp_per_capita_usd,inflation_consumer_prices_pct,employment_in_agriculture_pct,fao_child_stunting_pct,child_mortality_per_1000,fao_protein_supply_g_per_day,fao_animal_protein_g_per_day,fao_basic_water_access_pct,fao_basic_sanitation_pct
0,0.3788059023743863,0.40877664592587626,-0.28965776968561163,-0.4764378940877413,-0.370045097134064,-0.17466618173434587,-0.20400356119258123,0.05938131472302832,-0.10499761225439598,-0.14617660413498326,-0.14119726464653995
1,-0.2107239798627965,0.06989159264406049,-0.02704985628702627,0.11839723481100184,0.46573733065352196,0.6194263719021161,0.586506958245117,0.3687982720964541,0.41793977557960516,0.53210486921331,0.5687868166470933
2,-0.14220353901966834,-0.48725141661394394,0.32002953814823765,0.34350064798416075,-0.15288804605585554,-0.5208300954890828,-0.45453056736333947,-0.4734706026909769,-0.36426810067709114,-0.4512744770869786,-0.49744056457124897
